2048 22665
2008 1884 16
1754 770 -10
1629 721 -1
1237 466 13
55 959 3
391 1484 -6
836 1152 -6
363 1680 8
1827 1473 8
499 163 -10
1037 878 -10
263 1665 13
941 1958 7
600 1038 -2
1756 791 13
1507 677 13
321 1941 2
508 1641 -3
63 1225 -7
168 1463 6
1222 71 9
833 444 9
2015 371 5
149 931 1
2044 1780 -5
242 985 20
388 1711 1
240 330 7
1809 634 12
1740 1208 17
1614 780 19
1969 116 -4
1156 1999 12
331 1814 8
561 1440 9
364 1045 12
1854 1961 10
182 1867 14
433 1229 0
1663 196 17
1774 362 0
877 1131 16
991 83 14
1405 1400 17
676 1873 7
881 1953 3
1171 662 8
1753 132 14
1456 2014 2
820 1479 18
747 1328 18
1494 1236 6
1724 133 7
1442 1864 -10
3 1210 2
686 873 -9
1320 1430 1
1390 570 14
501 2006 -2
512 1298 13
165 876 8
1953 695 18
1811 1408 8
1407 108 13
1813 1236 -1
1376 1403 2
1379 1685 14
472 27 18
1185 704 7
254 195 16
603 1699 -1
1507 1353 15
538 300 -1
577 1892 2
1757 2035 1
1806 607 16
1428 1359 -7
1528 553 2
885 1748 12
1797 515 16
320 261 0
1213 882 10
209 41 7
1701 1617 19
1162 1916 -8
1286 266 -6
128 1845 4
547 1116 -3
883 1821 12
1137 71 -8
495 1701 -5
631 2023 8
48 1213 14
1104 104 8
1952 222 4
14 863 20
770 1028 4
1395 1834 1
171 904 -9
688 28 1
1111 284 3
1845 939 8
634 602 17
687 729 -6
1313 1949 12
1481 900 0
1728 1319 -8
1872 112 13
374 696 15
965 1569 -1
442 1321 18
1662 1753 -5
361 675 5
750 610 6
1193 1420 -4
428 1637 13
1063 836 16
70 631 -8
143 829 -7
1035 1846 1
341 32 8
1875 504 -6
1320 2036 13
1516 1793 10
1191 389 8
177 579 7
43 1151 6
375 775 0
1988 1781 -7
2010 282 12
194 1616 2
1165 593 -10
1625 726 -6
1075 1404 19
838 1097 -8
1017 1067 -9
123 856 18
347 1731 2
318 1735 19
990 1762 10
1858 1189 13
687 511 -4
410 1772 -5
348 704 1
1954 79 2
1569 401 13
1324 304 13
388 1352 14
1932 1525 19
569 778 6
870 1834 -8
382 174 -3
325 311 -3
875 1860 -1
858 1179 3
1016 921 3
261 220 19
1179 193 -8
1262 955 18
2001 1307 10
211 834 -6
1774 1092 14
1630 1223 9
1029 240 12
1695 1029 -6
1234 1966 3
503 1226 1
1243 2038 -9
160 1778 -7
1103 794 9
17 1962 16
1613 237 5
1007 1069 10
1168 59 9
333 374 15
1976 1391 4
356 417 3
684 1012 14
1296 751 17
1220 1841 17
1200 1448 -9
441 1592 18
63 1364 1
1940 379 -4
443 1787 19
530 1060 -5
59 369 7
49 741 0
1088 1499 -3
999 90 -9
1567 1514 -9
1332 851 -4
1446 640 7
262 1440 19
1592 195 -1
434 563 -4
1312 1217 -2
489 1976 -1
1989 51 -1
1132 244 -6
1543 261 12
511 1665 -5
240 1706 5
1079 1481 -8
118 1641 10
1854 1870 16
779 1567 3
1448 670 17
38 562 -9
232 134 -8
782 1695 -9
1540 1114 13
1420 1140 2
412 892 -3
593 1042 -3
1894 1623 15
1328 515 -9
160 144 4
901 1871 -8
561 1567 10
336 1945 3
1645 390 -9
2040 1635 10
1976 871 8
437 585 -1
124 1573 18
265 29 14
556 80 -5
1492 291 -9
79 1811 0
488 1757 15
1477 1500 10
1320 1064 -9
449 751 -3
1427 1693 -4
1843 174 -3
462 1136 5
1170 432 12
1292 575 17
839 517 7
353 408 12
1325 572 2
479 1049 5
988 251 20
23 113 10
187 1612 -3
211 1470 -3
1548 2041 -3
540 1767 -10
109 127 -9
239 782 18
1424 637 9
1838 303 -9
5 187 -1
688 1151 14
374 1807 15
1145 1076 2
934 715 2
903 1197 -3
1545 385 -7
180 322 3
221 822 -6
408 1312 -6
2045 358 2
1660 1779 7
1775 1629 1
945 1628 -2
1242 212 9
240 858 1
611 1496 17
393 1838 -1
1194 1885 9
1677 878 -9
2003 17 10
57 1845 -3
229 1354 -7
1610 952 -6
494 1568 -5
1791 174 -2
1180 793 17
759 1599 -3
1745 1001 18
49 1412 6
484 313 1
210 435 -10
135 1652 12
638 918 11
133 1028 3
362 1497 19
1245 1164 1
1644 1099 7
483 2044 8
440 310 20
107 1434 15
1038 851 12
1580 586 6
1659 1023 10
223 706 -8
1284 191 10
1730 371 13
723 1087 -6
651 1598 5
1720 580 -6
491 604 13
1313 1865 8
1329 1275 12
214 1994 -7
950 1408 8
1565 1120 6
1037 1649 -6
1036 1851 3
48 111 11
1591 1188 -7
1315 1735 -2
1283 905 1
711 1929 16
1331 1088 18
971 1831 15
1948 768 18
1790 1020 -3
2047 209 19
633 93 19
1647 206 4
1618 507 19
215 280 11
2001 950 -3
640 1488 0
1899 832 9
1436 483 13
746 1559 -4
1859 1182 -7
646 451 -4
112 1080 -8
736 348 4
1746 1240 -7
1825 1723 -8
1685 195 18
1440 2034 17
621 433 11
1768 469 12
391 1153 -2
496 1719 12
818 1981 -7
479 1203 17
1623 685 -5
189 273 4
1821 1527 10
2000 1703 -8
1866 2027 17
424 844 15
1601 1557 3
759 1200 4
945 691 7
1746 1849 1
1095 15 1
2028 437 4
522 1279 -4
998 1795 19
552 1261 -9
1744 768 11
88 823 3
1127 596 9
1062 1232 -4
443 1277 -3
1727 1116 20
1340 424 -2
16 1091 -5
1124 1074 -10
98 1907 11
1401 1007 4
1974 1219 1
274 1665 12
1664 564 -6
622 617 0
937 1163 20
1729 157 -4
461 1267 17
757 1726 18
567 420 -4
1176 970 18
1550 1998 3
1527 1884 7
1701 1069 -4
1674 2009 16
1016 1303 18
63 1557 -10
1198 998 9
1867 1378 0
1353 1283 7
1411 1273 20
1084 1283 -5
885 1090 -7
1830 1684 -5
176 1392 2
357 46 -2
507 599 -2
1719 451 -1
1909 1434 -7
1192 477 9
1485 1658 2
1024 1777 5
1297 2026 17
1896 1238 -3
1228 957 13
1794 1936 6
96 256 16
169 1023 -7
2031 229 12
786 1037 16
292 1991 1
1545 1898 16
182 42 20
1144 768 14
144 975 6
1280 159 14
1999 813 3
1099 1430 -5
282 1516 4
91 555 -4
262 1849 9
1675 1341 5
385 1807 -4
1526 1642 0
114 1470 11
1663 1681 5
1819 355 14
184 401 2
1245 1290 3
1360 1414 18
868 1963 17
724 766 -10
883 1353 8
1766 1750 -8
195 1754 16
1085 450 0
174 1471 17
258 685 1
671 1523 20
362 111 9
640 1604 20
157 1171 7
1185 35 8
1611 1055 -9
1986 255 -9
383 1177 6
1355 1308 19
394 708 14
220 102 12
1058 1478 7
1977 948 3
1030 1206 -10
1462 1396 1
1480 1476 -6
181 701 -8
140 1401 3
1246 556 9
1754 454 -8
769 1062 -6
2008 1998 6
2041 1103 15
899 1212 -4
1760 1618 -10
1227 253 -4
366 1113 -3
653 697 -6
230 1976 -7
1260 1889 -2
1873 1217 -9
1659 1444 -8
1024 187 18
292 52 -7
1933 1392 17
1254 1821 11
710 1995 6
693 155 -9
341 1921 9
28 946 19
1023 956 10
124 1524 -4
1995 1338 8
1782 834 0
1653 101 14
103 351 6
498 586 4
1785 688 -3
2042 381 12
312 650 8
977 69 8
1200 715 4
954 1969 -10
123 1472 -2
1256 860 5
1608 125 -4
963 1032 10
196 308 -3
2007 864 3
1132 563 4
465 1403 11
1069 1418 7
1868 1273 -8
1379 1675 9
862 1232 12
1807 1446 1
1068 1826 11
1639 68 16
1257 695 0
1791 440 19
261 232 -5
1863 865 11
134 1062 -8
524 391 -1
1716 867 -1
1087 1951 12
934 249 9
566 509 -2
1618 1012 12
534 1049 19
39 196 16
305 499 -1
1123 703 6
121 57 0
1182 507 -7
90 574 -6
321 363 0
1686 1506 1
2019 1861 10
249 1273 9
709 1560 11
1532 218 14
989 1820 8
184 20 7
823 1697 15
1970 1917 6
912 425 17
1635 1820 5
375 19 -4
1941 159 10
99 222 -3
738 76 9
1645 1644 -9
503 705 -7
694 1747 0
627 213 10
941 151 9
1908 119 -10
419 1637 -9
555 1129 0
1902 1192 17
790 1560 -6
1555 525 19
1455 1037 -2
429 84 19
1708 1191 1
1284 1277 -2
301 31 -1
1692 434 -6
358 1538 13
1305 640 5
929 421 19
592 1080 17
1205 1608 20
866 1939 -5
1350 1752 -3
426 1519 18
865 1679 16
877 702 12
1625 1776 16
1158 249 5
1771 1222 17
1676 1592 11
532 305 11
1314 1349 7
1828 1255 18
1640 59 -1
489 821 -10
208 1680 8
14 1889 7
1734 1444 3
1278 635 10
1503 671 8
498 196 -9
663 717 -9
2025 1328 6
710 954 9
1986 1710 -2
70 1710 4
173 1596 17
658 875 12
1968 1525 18
317 1074 -3
756 144 -4
657 376 1
526 1557 14
184 1495 15
141 1454 4
1342 797 17
616 1499 -7
1486 1929 -7
551 888 -5
1647 1678 -5
1759 1362 -4
1212 702 -1
1103 1341 6
1214 1707 17
456 237 5
884 213 2
1191 1024 6
1076 773 14
388 502 12
1381 1963 -1
872 523 -10
1596 17 0
673 54 5
651 1151 19
1305 1460 1
710 939 15
50 229 14
1466 263 19
144 1901 9
1721 461 9
1643 1747 18
1575 1746 12
1322 1810 9
927 1423 15
896 2007 -4
55 1248 -7
1350 1133 17
1163 610 -1
702 888 4
395 895 10
263 1805 -2
1100 392 -6
1513 1754 2
1099 616 14
1353 329 1
216 2007 -8
216 490 11
1457 1306 11
739 654 7
2034 1966 -7
847 460 17
985 373 -2
543 1264 17
285 822 7
1308 1157 19
1735 1177 20
1654 496 2
198 733 -6
117 484 11
185 512 20
1680 650 -7
172 1040 3
1679 1461 3
430 217 1
1147 1666 13
402 1079 1
642 1832 -9
566 935 14
553 1775 17
551 1014 5
1627 382 5
380 1563 7
1583 7 4
1845 1697 12
1666 502 -2
656 1325 -9
1212 1580 -6
264 511 -5
1871 1783 17
1273 1409 19
215 567 15
545 579 17
231 1150 5
1146 1016 -5
476 260 8
795 1607 10
1371 457 -4
1059 1171 -3
312 574 3
2013 10 13
1282 1091 14
155 912 -9
1124 619 10
512 1388 8
1301 946 8
1452 1215 -4
1823 1081 2
1154 1319 8
1164 928 0
783 1316 13
495 1290 9
1196 1041 15
825 1542 2
1144 722 11
217 190 -4
1088 1680 12
1826 831 9
228 1798 -6
1630 192 8
231 605 -8
1059 811 20
1314 1666 10
1721 595 -5
1241 1148 15
451 929 19
1440 1068 20
1880 29 -5
1229 1914 15
853 26 11
886 487 3
1687 756 10
1827 1513 20
1618 1691 18
183 944 14
1987 1511 6
79 1305 4
757 1507 -9
2039 251 -9
1870 399 8
136 1047 1
792 213 20
792 78 -10
846 663 -8
1713 747 3
846 807 15
1369 287 7
1083 1930 -1
1159 1548 -2
576 844 0
1183 2027 -2
489 475 0
12 551 7
588 1438 3
1541 151 15
195 1593 18
1586 1041 -9
347 1231 16
418 778 15
841 20 6
715 265 -3
770 913 3
410 1546 18
972 1131 3
432 818 14
220 899 19
103 1111 -10
615 2007 5
1328 1615 -1
1318 1375 -9
616 5 -1
832 988 14
1467 191 -9
924 1633 20
1706 30 15
256 1902 -10
1743 1212 5
1170 1786 -9
757 1144 4
1935 1730 14
1313 1487 18
1621 1717 -2
1817 979 16
788 1622 9
527 1687 0
195 360 -3
890 54 -4
1836 1347 5
69 698 -5
1832 415 8
1753 1418 -10
617 705 -3
1454 298 19
1115 1093 17
1893 1655 11
525 762 6
1693 669 2
1305 403 15
769 893 8
519 1811 3
1596 70 -2
1185 1854 2
727 86 20
1325 1144 6
52 1752 2
1936 2011 3
1564 908 6
443 1895 19
1949 444 20
254 917 13
37 1109 -6
1548 1215 -10
1831 656 11
1496 1554 0
1450 694 0
407 1801 8
1673 227 -9
640 1442 19
1369 1495 -5
1580 711 12
297 1583 -7
1698 1961 14
1949 1187 18
1390 1532 13
525 535 20
856 1614 -9
432 1187 4
1683 1787 17
257 737 4
1921 868 2
2014 796 12
91 1651 11
1290 1590 3
1629 1176 -3
795 1126 15
846 187 16
9 1560 8
1133 1244 0
1480 1423 9
57 602 -5
1971 1571 15
1673 1810 0
961 1071 -6
1770 985 9
1968 1287 19
1858 1532 4
425 141 4
298 204 -9
273 1605 -3
1658 1379 5
1913 1523 14
1530 1566 12
759 40 -3
1856 134 20
582 1358 -5
274 924 -2
128 519 -6
2032 453 5
338 1545 7
663 1220 13
2037 1721 -5
139 1933 11
598 298 8
795 1231 8
1842 1879 14
851 646 5
270 684 -5
2009 508 18
341 568 -6
939 250 14
1540 1311 14
817 1054 14
425 553 17
1836 904 5
160 894 8
1377 616 5
2004 492 5
1291 1802 11
112 1360 -10
389 1143 12
319 2036 -1
1961 1987 7
435 258 13
720 672 13
966 1630 -1
1147 461 15
300 130 6
1548 378 14
1440 817 -1
1564 705 -1
805 1055 19
847 1199 12
1680 1242 18
1200 166 9
449 1951 10
1023 1278 -5
1612 1761 -3
123 543 4
1670 1441 -7
264 1428 -5
1069 752 -9
705 976 19
809 1333 16
1370 1164 11
1048 518 15
223 1808 10
1436 1465 2
169 707 15
1195 503 4
1450 1493 20
853 1270 -9
1632 1761 -10
684 807 8
1287 2011 -3
2016 891 2
1253 1956 6
1454 647 4
1483 1302 17
679 824 18
276 367 -9
516 975 -7
1492 346 -6
2047 1117 -1
501 786 8
1002 2045 9
1127 1352 0
374 1140 5
191 1498 -1
2033 1037 5
1740 123 -9
348 957 0
273 1243 4
1195 1017 11
807 243 19
1423 1225 16
1390 1916 5
407 1523 2
1433 961 12
1419 601 19
1018 836 -7
1870 481 7
919 755 1
1969 1912 10
1907 227 -5
1262 280 0
394 1218 -7
470 1494 13
113 132 17
1735 605 -1
1702 2042 19
270 1639 -1
737 336 8
580 1560 -7
783 424 -9
1209 60 18
959 69 5
795 1754 9
1065 10 15
207 417 15
787 569 7
1464 529 0
831 1715 9
872 1911 -8
1582 1321 14
742 1289 15
599 2045 -10
398 1746 15
1572 1222 10
190 550 -8
851 1971 -10
1862 1237 2
1676 1601 -9
1236 608 11
1355 767 -10
1755 205 -4
118 1877 -4
928 1790 13
1066 400 2
877 1165 5
1453 1174 -7
298 1942 16
1671 1040 9
698 1800 -9
45 760 12
1784 68 16
1477 964 13
555 1332 11
487 162 15
828 1065 8
1133 1924 -7
802 1309 5
179 244 1
1337 39 0
1739 478 -8
641 1863 3
661 2005 7
758 474 10
455 1157 1
1918 585 -5
1588 66 1
1062 1753 0
1028 1279 7
1445 1190 7
919 531 12
1622 45 0
1342 1678 17
1581 238 -8
289 783 16
1623 1553 14
2016 1374 15
1151 21 19
207 1843 9
750 2028 3
228 1776 12
515 1555 2
431 1086 8
1209 1163 14
495 966 6
1325 1212 0
419 1151 -3
1892 1699 9
428 1615 2
1992 225 7
855 1251 16
13 389 -10
1640 788 20
129 1446 -8
1152 569 -1
1268 547 12
1775 1571 -5
950 549 -2
86 455 10
614 66 6
1445 444 14
1919 1348 15
595 274 2
234 1024 -2
487 570 -5
1789 979 19
1324 233 13
173 905 6
931 835 5
226 1257 -7
528 1971 -5
1579 1301 17
1334 562 19
1345 127 20
1055 1785 -8
1054 293 -6
1925 452 -10
1687 1101 -7
1069 54 11
1707 254 0
1118 770 16
536 740 -3
184 1245 -9
971 1381 14
784 1902 -1
830 268 -5
1574 1451 20
1270 411 -6
840 112 15
1679 1375 14
834 1326 -2
1558 1691 19
558 2 11
1966 1574 -1
1528 406 12
1450 658 12
1471 1690 -7
1700 371 8
1104 442 -4
569 158 13
621 599 0
111 895 7
1448 365 15
249 1227 1
1780 879 -6
1739 1861 2
54 258 14
448 74 -4
638 472 7
832 1374 15
1724 1053 1
1066 499 7
250 53 8
364 1311 17
652 955 8
523 1789 20
441 2 6
1169 1008 16
1471 1924 13
791 2044 -4
1097 771 7
1121 1775 3
432 591 15
1487 1563 12
1942 1513 16
1288 708 14
1471 1526 6
430 1177 1
1854 70 14
1658 1478 17
579 604 0
1684 649 -2
819 1459 6
1790 79 9
976 955 17
1393 197 6
1431 1086 -7
1275 1884 8
682 1073 -4
1590 51 -8
723 1049 18
1025 1384 -4
648 1165 17
1784 1083 10
2041 1152 16
282 1417 19
1676 86 -8
102 1415 14
859 491 12
594 1227 9
1410 284 -8
876 253 13
875 372 14
1412 1484 -5
601 1282 6
1064 1785 20
2005 1418 -1
614 664 9
1246 1163 19
1548 1743 -5
219 2007 5
983 198 20
1727 933 -9
1364 640 12
239 1134 19
1127 978 -3
190 499 19
427 1723 1
1174 568 11
551 445 5
1076 1630 8
1560 790 15
1147 1183 3
1458 1506 2
1225 477 19
557 1676 1
1490 636 17
124 1563 -5
1649 1412 14
115 1082 2
1263 1598 5
1625 1556 16
937 1994 10
1551 1110 -9
1574 860 14
1616 1262 -8
2035 1311 10
1977 1391 12
228 1276 10
1696 279 19
655 1966 6
2014 491 10
270 484 5
19 1640 -7
1402 622 -8
531 1468 14
665 416 19
1154 640 -8
1195 878 18
1981 100 -1
874 1780 15
1192 863 -2
396 353 20
510 1836 -1
1903 899 20
299 1093 0
1719 103 11
1250 928 17
766 192 19
744 1228 0
2034 541 14
1994 590 15
1901 533 20
1661 1604 2
619 1256 8
1815 1470 11
1521 1106 -8
1820 846 1
311 1662 -10
794 436 13
1211 1624 -9
1166 1468 4
520 1460 15
60 676 10
592 1797 -9
133 1703 9
1582 1934 16
1129 1398 17
808 1121 2
1830 1232 -1
976 900 18
1473 890 -5
1418 10 3
1750 1339 -3
875 785 -8
1665 1710 3
1959 1244 19
836 521 6
1418 129 4
558 558 11
1012 485 2
1974 918 3
1222 251 19
3 763 -10
1996 1671 15
1176 2003 17
0 1484 -6
1693 1263 11
69 1006 -9
1089 996 5
222 246 -1
1252 0 20
337 1972 -6
776 1020 6
643 248 -10
1084 436 1
793 978 5
1670 1400 -6
1170 2015 10
2028 1764 4
405 1994 12
45 1851 18
1636 396 3
1486 436 -4
624 1810 2
1801 1096 17
1671 1351 5
1080 2002 20
1306 195 -2
1236 1189 -1
634 1668 16
297 1262 15
301 1153 6
576 110 8
679 244 20
1719 1401 16
1796 173 -4
1664 312 6
1697 975 17
184 1440 4
1689 1481 -6
1559 1447 17
1438 96 -10
1967 139 -9
159 810 -7
1253 850 -4
1846 2001 -4
1272 978 5
1504 228 -4
1902 726 0
93 1079 4
1078 831 14
216 754 17
1901 568 3
158 224 -4
1533 202 -9
1425 421 16
1944 384 15
921 1499 10
1979 1233 6
960 846 2
693 1426 1
703 712 16
1260 663 7
1825 814 11
476 1358 -8
844 1250 -5
1405 1280 -9
527 413 16
1550 1259 -2
1156 1097 12
1408 1930 17
1638 377 18
246 912 1
561 1172 2
529 1933 7
157 1746 11
254 1844 -5
1883 1174 -7
1927 438 -7
286 722 6
1173 695 -9
1353 367 -4
1247 1984 -9
2024 242 1
191 576 -7
696 214 -4
100 629 12
1639 346 10
1756 472 16
1882 1701 6
419 996 11
915 1175 -1
1469 583 1
1937 421 10
1166 1507 11
1607 1156 0
484 46 1
1132 923 16
494 200 -2
482 1650 20
282 357 11
994 146 13
269 1635 -3
292 665 17
1334 1175 13
1357 362 3
1700 1342 -8
833 1218 -6
555 1818 13
1577 1440 4
1282 24 11
1866 565 17
851 1299 1
781 95 1
381 1438 4
445 224 -5
1018 1994 16
233 1223 13
798 1131 11
106 969 19
1838 1610 17
641 1405 -3
1671 1858 20
136 182 7
708 1085 2
1577 883 11
807 1417 5
791 793 15
430 773 -8
1985 2040 19
1441 1033 -6
888 65 2
379 286 18
755 1537 4
888 484 -7
1098 190 7
1838 946 -10
428 1721 19
1023 1494 -10
1670 788 -3
1860 1661 20
728 1351 3
640 1968 -7
1757 932 12
1279 1507 3
1377 1503 2
1450 528 -10
1361 1494 17
1272 1871 -6
873 1035 1
64 101 14
785 651 13
1764 974 -10
453 1082 0
1791 1314 11
666 1985 -5
676 235 -1
1981 1161 14
1999 1089 4
1546 1415 12
1171 972 17
770 208 -3
1582 1531 -7
1991 1060 3
1291 653 18
1008 1520 7
216 1477 9
336 1922 9
1848 2012 1
1540 91 8
1210 397 10
1122 992 0
800 1237 6
160 483 4
281 1334 9
590 1975 7
1779 1311 9
1021 711 3
254 1616 8
1433 1772 5
911 327 -2
1648 506 19
1508 1051 1
469 823 -2
86 859 5
1504 181 1
1956 1982 -5
1470 1490 13
564 458 9
390 1344 19
1439 195 7
920 1638 2
490 1147 16
2023 253 -2
1325 470 8
967 818 17
1440 43 -5
1295 1461 20
326 447 -4
1455 1660 9
426 1035 -6
1295 1574 8
1902 1180 -1
718 1340 -2
1177 1433 11
1721 1484 -5
1509 354 -9
22 774 16
645 1726 1
665 1006 1
1807 1941 -9
400 1848 11
920 553 -10
566 1516 8
1569 326 20
1070 1893 6
478 490 13
905 1223 6
269 1357 7
495 769 3
587 1106 3
1213 496 6
942 1480 -2
1080 1100 5
1293 777 17
1064 1877 3
55 1747 15
113 643 -5
275 111 17
138 1705 -10
216 392 12
735 325 -1
1757 1848 16
1412 1011 -2
1714 1849 -9
961 322 1
1669 66 3
91 1881 7
509 236 0
685 1578 -6
1294 697 0
237 557 -10
1911 1815 -5
1067 1492 7
1259 622 19
755 824 12
1807 1436 15
1426 1198 14
1490 115 0
888 1606 19
2002 7 20
803 868 13
1986 506 8
1689 753 -7
1301 518 0
1123 467 5
1362 366 -1
381 1713 13
227 40 -9
701 816 -7
316 1490 17
1175 1572 -2
1960 1241 5
1623 1907 -2
809 1114 -8
539 410 4
286 1437 19
1332 1545 8
1981 71 3
1214 227 17
632 1164 -10
138 1466 -9
2021 1287 1
689 604 15
1485 526 8
1125 1496 15
864 1677 -4
223 311 -8
711 727 -2
1404 1193 -3
651 1005 19
613 1802 2
1163 1572 3
338 1813 -10
881 58 6
81 1179 9
234 54 20
1169 1426 -9
1554 1443 5
1439 1513 -5
1225 1295 0
930 592 -2
1010 1740 10
880 1405 5
462 1899 -5
400 1184 -2
1765 618 9
396 754 18
331 1 -10
286 1450 1
793 1313 19
1818 194 11
111 250 -7
1062 591 -5
100 1441 2
1949 1363 -8
426 434 15
1332 1626 8
1742 1791 9
50 833 8
1888 1709 -2
1890 1262 -8
609 1360 6
264 1261 6
977 476 16
117 555 17
560 140 1
1823 1861 -4
583 1808 16
313 546 10
1701 416 19
580 2005 0
1410 190 12
25 251 4
783 1492 1
844 526 18
1888 245 17
513 100 -7
1643 1119 4
1679 2005 -8
1488 667 -9
1400 1596 11
1905 584 17
1703 334 13
248 1775 15
1016 127 -8
2017 127 6
874 2026 16
1700 827 1
1424 628 12
783 59 9
292 174 6
1778 728 -7
701 1813 8
940 405 -10
1049 453 9
1595 359 -10
132 1215 8
1239 101 17
1082 1864 -1
68 333 19
723 1562 -7
611 860 2
1317 844 13
165 623 -7
281 1097 0
1129 355 15
1634 1325 15
1144 1326 -7
291 1621 4
529 306 13
2012 1049 -1
325 1445 15
1081 471 -9
1948 1843 16
1693 223 -6
1325 801 19
633 228 5
949 1432 -9
1486 760 -10
1110 2017 9
114 317 2
2041 698 3
2029 1238 2
1942 1295 4
772 183 -7
196 436 11
1104 875 20
98 1789 10
1398 744 18
61 320 5
1241 1276 11
1528 1443 10
1496 1042 -10
163 1232 11
2043 808 8
1994 1368 1
923 1363 15
473 1008 5
748 1075 19
301 976 12
1134 1549 -4
1584 986 11
43 1943 7
579 1366 -9
858 1683 5
628 1882 -5
1589 460 -1
550 1610 8
1568 22 -6
1336 228 3
642 854 -6
1621 1244 15
1234 1486 3
357 755 15
1222 1808 -8
867 1801 5
1968 875 18
0 676 16
1637 951 5
732 214 2
1860 1214 -5
1339 146 -2
566 1209 0
635 1740 17
704 675 -8
1215 1012 15
124 1599 19
138 179 -6
150 305 6
311 1012 5
801 120 -2
408 146 -9
1369 804 -3
800 848 13
1588 1575 14
865 485 -2
1235 1673 7
719 567 11
165 623 16
249 1312 -3
358 1707 10
450 605 -4
319 476 11
1083 868 -5
1447 1854 -7
1835 351 -4
997 693 9
113 1664 11
1080 1226 2
953 1374 20
784 129 16
580 298 14
485 1625 -6
169 2006 20
392 1751 7
229 894 16
1538 1123 -8
1549 703 20
98 1898 7
1148 1975 -7
1283 249 6
1115 998 9
1337 1875 20
1488 812 16
348 1328 1
1336 652 4
1200 1953 5
823 1932 20
1691 2000 1
1926 831 20
1319 1310 13
1728 93 19
707 317 17
683 1528 -7
1467 866 16
415 178 13
490 165 0
1314 630 12
1412 1821 4
216 1323 19
21 1643 18
583 1753 13
1802 929 9
1839 1586 -3
1362 2002 -1
863 1154 20
1031 1966 20
78 1651 -4
23 2028 14
2022 1833 5
1379 1409 -9
312 412 15
474 453 3
284 575 -3
876 542 9
493 1877 -3
497 1995 4
1234 133 7
597 2012 -5
1118 1666 8
683 1153 7
880 493 -1
1777 50 -5
1170 1208 20
1198 100 7
1354 944 -7
1968 192 8
1561 1532 7
1170 284 6
804 1711 -7
1497 1952 -4
689 194 8
1726 1510 19
1538 14 20
777 750 -8
1591 548 -7
1411 1344 2
565 14 1
1771 1941 2
975 1634 18
1398 2006 20
418 811 14
313 859 13
86 410 13
1042 1196 2
340 374 6
1010 1583 -9
1544 1223 11
1165 653 7
1604 52 20
476 1713 -10
1389 767 2
1786 690 -1
1383 438 5
1341 1538 10
1928 744 -6
1440 182 7
760 1915 -4
725 1742 8
1346 123 4
1176 953 6
1287 643 14
1310 918 17
19 765 2
1965 1235 17
1346 1525 10
966 65 -1
2035 826 12
623 1723 19
1538 2036 15
876 741 19
640 1538 7
1688 696 5
1688 1213 6
410 2002 16
1903 1769 -4
1188 1735 -7
729 4 -3
259 1247 -2
1591 1849 -4
683 268 8
487 144 12
510 2041 17
252 1339 7
1409 1149 -3
65 533 -8
833 1256 20
185 1959 6
16 717 10
269 337 9
1761 1635 6
1713 360 -1
1268 1943 16
676 1641 16
1929 1622 8
1815 404 5
1623 203 -1
606 389 16
506 370 -7
251 938 -7
15 92 19
927 1449 12
1731 502 -8
1911 1037 19
2037 810 -3
1570 1494 6
64 1468 -4
26 1217 4
135 300 15
1924 97 11
215 902 12
661 1636 -8
449 738 7
1043 1170 -9
1393 906 8
1443 366 -1
1079 2042 10
727 1664 0
55 1850 -5
1341 940 14
630 832 14
225 1323 12
1934 1112 8
1534 1529 15
1181 1995 3
2003 1754 -9
1364 1850 19
468 1599 2
566 869 9
944 1975 18
603 89 -5
488 430 2
1626 570 14
996 1704 -9
550 288 6
462 826 2
516 1988 -7
918 1135 11
738 1010 8
2032 602 10
180 245 -4
1325 260 -10
1447 892 -10
1847 1534 -8
839 934 4
1312 817 -2
751 1340 12
1531 2000 5
1301 1856 -2
1 1647 -10
1878 849 9
1581 943 17
1868 680 17
1996 768 -9
1171 389 20
706 1896 8
1675 879 14
1132 1102 12
694 408 12
1634 1718 -7
1730 569 4
910 386 -3
1443 718 19
1873 1916 8
328 109 7
937 1126 6
718 186 -4
1180 577 6
317 799 20
1613 639 -6
824 1356 4
136 748 18
546 1850 10
1451 1126 16
1449 536 -10
1079 1472 1
1206 753 2
357 1894 18
1327 1257 4
155 1177 -5
1555 102 1
1687 1371 11
2006 901 19
160 104 -7
1288 1436 17
1829 1738 -3
424 706 4
148 748 -6
439 1434 -9
1094 827 19
2023 1225 17
1753 1202 19
882 1760 0
81 990 3
137 680 7
462 846 6
211 782 13
966 1118 5
499 1310 3
1786 986 3
1562 978 17
415 1535 -6
1786 162 -9
1914 1455 -4
1482 274 16
1752 254 10
790 180 -8
1452 354 5
1926 1114 4
315 41 10
744 1639 -10
28 2 -6
296 1415 15
369 700 4
1263 1582 -10
1454 1679 2
1570 1204 12
1094 126 -5
1669 230 14
1804 445 19
281 1380 10
1851 1052 1
287 1061 18
338 1513 10
959 1777 19
1104 1989 -2
964 1473 -10
1527 1883 -10
241 1588 6
275 6 17
1230 1698 13
1023 1725 8
1296 1141 14
1252 230 -8
2016 203 5
1630 1499 2
164 1941 -3
650 325 3
1063 1190 7
942 157 3
302 1913 14
251 113 0
