g 1024
e 595 941 -4
e 523 941 -6
e 559 941 -4
e 475 941 8
e 835 941 17
e 360 941 -10
e 202 941 3
e 611 941 15
e 935 941 -5
e 865 941 7
e 678 941 -3
e 568 941 -9
e 5 941 9
e 428 941 20
e 51 941 0
e 587 941 -3
e 471 941 0
e 661 941 6
e 788 941 8
e 608 941 19
e 11 941 17
e 379 941 20
e 674 941 3
e 402 941 -8
e 900 941 16
e 849 941 9
e 106 941 17
e 716 941 18
e 920 941 12
e 799 941 -7
e 170 941 -4
e 337 941 -8
e 656 941 13
e 639 941 13
e 728 941 -8
e 310 941 14
e 555 941 -1
e 544 941 11
e 539 941 10
e 995 941 20
e 28 941 8
e 582 941 -8
e 463 941 20
e 150 941 -9
e 647 941 8
e 840 941 18
e 518 941 -9
e 223 941 -8
e 135 941 18
e 528 941 1
e 2 941 13
e 292 941 11
e 683 941 20
e 159 941 8
e 699 941 -2
e 287 941 14
e 884 941 -10
e 646 941 12
e 863 941 16
e 91 941 7
e 735 942 15
e 10 942 4
e 622 942 5
e 888 942 20
e 271 942 18
e 520 942 15
e 818 942 15
e 449 942 11
e 551 942 14
e 667 942 12
e 727 942 16
e 729 942 9
e 178 942 12
e 409 942 5
e 232 942 5
e 938 942 -2
e 476 942 6
e 669 942 3
e 726 942 -4
e 543 942 -10
e 1015 942 10
e 902 942 13
e 627 942 7
e 937 942 -2
e 250 942 18
e 757 942 14
e 119 942 -4
e 957 942 18
e 253 942 20
e 722 942 19
e 766 942 11
e 596 942 2
e 191 942 -2
e 711 942 -10
e 8 942 9
e 617 942 20
e 32 942 7
e 707 942 17
e 853 943 -2
e 181 943 11
e 5 943 16
e 736 943 6
e 35 943 -2
e 597 943 9
e 478 943 -2
e 606 943 -5
e 874 943 -10
e 114 943 15
e 165 943 -3
e 767 943 18
e 1017 943 14
e 359 943 13
e 644 943 12
e 328 943 2
e 886 943 -8
e 257 943 20
e 699 943 3
e 882 943 17
e 731 943 7
e 259 943 -1
e 542 943 17
e 487 943 20
e 755 943 15
e 418 943 -5
e 914 943 -7
e 968 943 11
e 225 943 14
e 520 943 -7
e 148 943 -7
e 874 943 0
e 665 943 2
e 213 943 -5
e 435 943 13
e 724 943 11
e 869 943 -1
e 153 943 16
e 785 943 3
e 67 943 1
e 97 943 -8
e 92 943 14
e 230 943 -1
e 678 943 19
e 255 943 17
e 23 943 15
e 1021 943 -10
e 546 943 16
e 900 943 -9
e 312 943 18
e 564 943 7
e 143 943 13
e 393 943 20
e 802 943 5
e 768 943 18
e 505 943 0
e 124 943 -10
e 938 943 14
e 999 943 -5
e 288 943 0
e 540 943 4
e 923 943 -3
e 261 943 10
e 1016 943 5
e 256 943 15
e 819 943 -10
e 392 943 -10
e 42 943 8
e 273 943 -8
e 675 943 15
e 51 943 14
e 913 943 16
e 11 943 -9
e 659 943 13
e 991 943 16
e 190 943 2
e 512 943 -8
e 156 943 -7
e 1013 943 13
e 884 943 5
e 469 943 9
e 972 943 9
e 245 943 18
e 301 943 5
e 451 943 -10
e 294 943 9
e 242 943 -7
e 403 943 6
e 984 943 4
e 32 943 0
e 20 943 12
e 776 943 -4
e 627 943 -5
e 803 943 0
e 277 943 9
e 799 943 17
e 203 943 -3
e 13 943 -5
e 721 944 9
e 873 945 0
e 178 945 -8
e 901 945 3
e 136 945 14
e 169 945 12
e 855 945 11
e 975 945 19
e 391 945 16
e 317 945 -3
e 822 945 -3
e 172 945 -9
e 384 945 5
e 170 945 10
e 254 945 1
e 317 945 11
e 396 945 19
e 457 945 6
e 848 945 6
e 563 945 14
e 248 945 16
e 839 945 -3
e 834 945 -6
e 599 945 -8
e 450 945 -7
e 37 945 19
e 224 945 0
e 772 945 2
e 288 945 19
e 57 945 14
e 934 945 -5
e 167 945 13
e 1017 945 -10
e 172 945 -3
e 775 945 10
e 838 945 14
e 873 945 12
e 122 945 3
e 745 945 -1
e 758 945 -4
e 321 945 6
e 245 945 14
e 38 945 3
e 99 945 6
e 133 945 8
e 577 945 9
e 269 945 17
e 332 945 8
e 493 945 0
e 985 945 -9
e 479 945 3
e 260 945 8
e 101 945 -6
e 265 945 15
e 338 945 -6
e 242 945 -9
e 397 945 4
e 371 945 3
e 274 945 10
e 274 945 17
e 569 945 11
e 394 945 -6
e 571 945 20
e 114 945 9
e 754 945 -6
e 186 946 17
e 520 946 9
e 366 946 5
e 394 946 -2
e 233 946 12
e 253 946 20
e 534 946 -6
e 872 947 4
e 939 947 1
e 345 947 0
e 196 947 -9
e 220 947 2
e 57 947 2
e 866 947 14
e 655 947 4
e 565 947 7
e 275 947 -4
e 931 947 16
e 28 947 14
e 863 947 -1
e 656 947 9
e 548 947 20
e 681 947 -3
e 155 947 11
e 1017 947 -3
e 383 947 4
e 684 947 5
e 767 947 5
e 14 947 -6
e 868 947 8
e 77 947 -9
e 243 947 9
e 383 947 7
e 277 947 -2
e 998 947 3
e 693 947 6
e 883 947 6
e 1002 947 -10
e 650 947 9
e 726 947 12
e 517 947 -3
e 462 947 -6
e 635 947 5
e 698 947 4
e 706 947 11
e 447 947 -9
e 946 947 7
e 796 947 6
e 300 947 -5
e 82 947 0
e 91 947 9
e 136 947 -4
e 826 947 6
e 45 947 10
e 343 947 13
e 991 947 0
e 470 947 6
e 652 947 20
e 696 947 2
e 727 947 3
e 350 947 9
e 957 947 10
e 72 947 -1
e 120 947 -10
e 547 947 4
e 931 947 17
e 515 947 19
e 416 947 -10
e 237 947 17
e 567 947 -5
e 152 947 17
e 383 947 0
e 884 947 11
e 2 947 -9
e 492 947 -3
e 540 947 10
e 232 947 19
e 676 947 6
e 407 947 4
e 206 947 18
e 619 947 -7
e 336 947 -2
e 357 947 17
e 708 947 8
e 914 947 -4
e 334 947 3
e 470 947 19
e 382 947 6
e 744 947 4
e 632 947 17
e 670 947 16
e 850 947 -4
e 619 947 18
e 957 947 -4
e 269 948 13
e 467 948 10
e 798 948 13
e 30 948 15
e 469 948 -5
e 76 948 14
e 629 948 2
e 501 948 20
e 621 948 1
e 7 948 -9
e 835 948 15
e 93 948 11
e 715 948 -6
e 404 948 -5
e 924 948 -5
e 794 948 10
e 452 948 11
e 903 948 19
e 955 948 -6
e 305 948 15
e 918 948 2
e 250 948 0
e 125 948 19
e 877 948 10
e 95 948 -10
e 10 948 3
e 484 948 -9
e 733 948 6
e 676 948 11
e 86 948 20
e 406 948 3
e 852 948 -8
e 459 948 5
e 387 948 -1
e 348 948 -3
e 488 948 -2
e 161 948 11
e 442 948 -6
e 419 948 7
e 884 948 11
e 980 948 0
e 40 948 -9
e 1022 948 4
e 790 948 19
e 122 948 20
e 893 948 -4
e 418 948 10
e 164 949 -7
e 917 949 2
e 344 949 9
e 314 949 -8
e 723 949 16
e 886 949 1
e 74 949 13
e 469 949 -7
e 327 949 4
e 206 949 -1
e 940 949 2
e 1005 949 14
e 757 949 12
e 818 949 -1
e 189 949 2
e 948 949 -7
e 643 949 12
e 905 949 -2
e 175 949 1
e 234 949 -10
e 720 949 1
e 147 949 -7
e 296 949 9
e 873 949 -5
e 874 949 5
e 863 949 8
e 194 949 20
e 922 949 -5
e 278 949 4
e 980 949 15
e 908 949 13
e 766 949 10
e 588 949 -10
e 297 949 19
e 903 949 -2
e 166 949 19
e 952 949 12
e 620 949 1
e 297 949 20
e 443 949 -7
e 185 949 -8
e 767 949 9
e 990 949 15
e 503 949 -8
e 998 949 6
e 790 949 5
e 642 949 -9
e 42 949 15
e 900 949 7
e 59 949 4
e 1000 949 18
e 694 949 16
e 529 949 14
e 459 949 -10
e 854 949 -3
e 19 949 6
e 701 949 15
e 374 949 1
e 310 950 7
e 78 950 1
e 981 950 12
e 306 950 -9
e 167 950 12
e 159 950 -3
e 197 950 13
e 662 950 16
e 884 950 20
e 153 950 9
e 853 950 -4
e 120 950 -1
e 988 950 1
e 360 950 14
e 771 950 19
e 853 950 -3
e 832 950 11
e 121 950 9
e 436 950 5
e 302 950 -8
e 165 950 15
e 512 950 3
e 558 950 -1
e 7 950 9
e 821 950 8
e 884 950 -3
e 670 950 -9
e 105 950 -8
e 190 950 -5
e 526 950 -8
e 787 950 5
e 993 950 -8
e 50 950 2
e 333 950 -4
e 0 950 13
e 895 950 17
e 37 950 -1
e 373 950 18
e 190 950 10
e 599 950 19
e 338 950 13
e 523 950 -9
e 520 950 -5
e 4 950 -9
e 279 950 -8
e 90 950 14
e 125 950 16
e 800 950 -2
e 1012 950 -5
e 498 950 8
e 802 950 12
e 131 951 14
e 332 951 -7
e 362 951 -10
e 672 951 -6
e 362 951 18
e 987 951 20
e 144 951 17
e 531 951 11
e 602 951 2
e 844 951 6
e 119 951 3
e 852 951 -6
e 719 951 -5
e 1004 951 -8
e 195 951 7
e 40 951 2
e 950 951 1
e 793 951 16
e 716 951 3
e 425 951 -7
e 1009 951 -2
e 965 951 -5
e 542 951 -5
e 194 951 16
e 215 951 18
e 761 951 -4
e 249 951 10
e 693 951 20
e 690 951 0
e 80 951 -1
e 209 951 13
e 408 951 20
e 320 951 -1
e 631 951 -8
e 718 951 -3
e 212 951 9
e 50 951 20
e 948 951 14
e 77 951 -4
e 421 951 4
e 944 951 10
e 604 951 15
e 862 951 4
e 925 951 2
e 211 951 19
e 347 951 3
e 837 951 20
e 289 951 -1
e 553 951 5
e 176 951 1
e 249 951 5
e 1002 951 19
e 53 951 9
e 494 951 8
e 936 951 3
e 389 951 9
e 492 951 -2
e 189 951 11
e 982 952 -10
e 64 952 14
e 317 952 -10
e 457 952 -5
e 26 952 1
e 526 952 11
e 510 952 0
e 841 952 -6
e 16 952 6
e 507 952 6
e 513 952 -10
e 899 952 16
e 322 952 20
e 752 952 -5
e 116 952 11
e 20 952 20
e 800 952 -2
e 217 952 9
e 424 952 -6
e 217 952 16
e 381 952 4
e 808 952 6
e 403 952 -7
e 628 952 -9
e 786 952 2
e 849 952 1
e 591 952 3
e 206 952 -9
e 1018 952 -6
e 844 952 20
e 665 952 4
e 400 952 -7
e 52 952 2
e 22 952 -5
e 82 952 -1
e 680 952 -10
e 549 952 7
e 48 952 2
e 770 952 0
e 203 952 -3
e 276 952 -8
e 542 952 9
e 592 952 17
e 493 952 -10
e 939 952 14
e 745 952 0
e 139 952 17
e 970 952 11
e 636 952 12
e 158 952 9
e 293 952 -10
e 609 952 -7
e 634 952 4
e 39 953 2
e 949 953 2
e 471 953 13
e 781 953 15
e 619 953 16
e 878 953 18
e 855 953 4
e 644 953 -7
e 349 953 20
e 457 953 4
e 339 953 -9
e 353 953 3
e 550 953 -3
e 577 953 -9
e 31 953 20
e 919 953 -5
e 357 953 20
e 870 953 -9
e 964 953 11
e 625 953 11
e 940 953 11
e 859 953 16
e 125 953 17
e 268 953 14
e 513 953 1
e 87 953 -5
e 826 953 17
e 217 953 3
e 607 953 11
e 292 953 11
e 545 953 -5
e 541 953 -3
e 50 953 -8
e 418 953 18
e 264 953 -10
e 112 953 1
e 223 953 16
e 836 953 13
e 509 953 1
e 833 953 0
e 57 953 9
e 402 953 18
e 662 954 13
e 140 954 -4
e 925 954 -7
e 142 954 5
e 407 954 -3
e 183 954 16
e 354 954 2
e 237 954 3
e 816 954 10
e 287 954 -9
e 383 954 2
e 983 954 -2
e 76 954 1
e 783 954 0
e 131 954 3
e 838 954 9
e 955 954 -10
e 211 954 9
e 32 954 6
e 888 954 -10
e 176 954 18
e 58 954 19
e 427 954 -5
e 368 954 10
e 324 954 -8
e 283 954 -3
e 157 954 14
e 373 954 18
e 242 954 -10
e 973 954 5
e 277 954 10
e 401 954 1
e 794 954 15
e 941 954 11
e 595 954 7
e 19 954 0
e 383 954 3
e 411 954 -7
e 318 954 -10
e 56 955 0
e 989 955 -7
e 109 955 2
e 439 955 14
e 491 955 -3
e 956 955 19
e 677 955 -7
e 551 955 18
e 68 955 -6
e 127 955 8
e 38 955 7
e 443 955 -3
e 167 955 17
e 938 955 -5
e 928 955 16
e 402 955 -4
e 558 955 -1
e 536 955 -10
e 437 955 -2
e 95 955 12
e 548 955 -6
e 116 955 12
e 378 955 12
e 746 955 -8
e 137 955 20
e 961 955 -3
e 249 955 -7
e 141 955 -8
e 145 955 -3
e 467 955 -10
e 434 955 18
e 951 955 -2
e 292 955 -6
e 468 955 -2
e 278 955 -8
e 620 955 0
e 351 955 -4
e 193 955 1
e 266 955 5
e 706 955 5
e 274 955 9
e 490 955 5
e 106 955 1
e 870 955 -3
e 320 955 10
e 886 955 -2
e 899 955 17
e 21 955 18
e 163 955 0
e 732 955 6
e 152 955 13
e 811 956 14
e 440 956 -6
e 834 956 7
e 214 956 12
e 288 956 11
e 773 956 -3
e 504 956 -7
e 543 956 5
e 646 956 2
e 490 956 10
e 744 956 -6
e 655 956 20
e 174 956 -8
e 846 956 7
e 820 956 8
e 367 956 -4
e 560 956 -4
e 892 956 6
e 647 956 -8
e 173 956 -1
e 357 956 9
e 164 956 6
e 396 956 2
e 858 956 15
e 748 956 -2
e 346 956 0
e 116 956 3
e 45 956 -1
e 41 956 -3
e 789 956 3
e 373 956 13
e 1022 956 19
e 449 956 -7
e 177 956 18
e 838 956 15
e 75 956 -1
e 543 956 17
e 237 956 11
e 931 956 17
e 438 956 18
e 1011 956 16
e 238 956 1
e 463 956 4
e 644 956 17
e 174 956 11
e 699 956 -9
e 269 956 -1
e 288 956 5
e 775 956 4
e 959 956 -3
e 806 956 -1
e 662 956 9
e 377 956 -8
e 820 957 -7
e 241 957 -9
e 185 957 -2
e 606 957 -8
e 87 957 0
e 224 957 3
e 369 957 5
e 936 958 18
e 677 958 -1
e 702 958 12
e 809 958 13
e 782 958 -10
e 976 958 18
e 632 958 8
e 409 958 -10
e 802 958 16
e 509 958 16
e 365 958 3
e 130 958 17
e 551 958 -5
e 653 958 3
e 258 958 -2
e 375 958 18
e 836 958 -6
e 740 958 12
e 705 958 17
e 848 958 16
e 262 958 4
e 747 958 20
e 728 958 1
e 167 958 -7
e 989 958 -4
e 911 958 -5
e 664 958 -7
e 602 958 20
e 155 958 -1
e 320 958 -9
e 759 958 11
e 524 958 -2
e 760 958 7
e 627 958 3
e 783 958 -3
e 164 958 -10
e 16 958 1
e 544 958 12
e 669 958 4
e 204 958 -8
e 226 958 -9
e 580 958 9
e 132 958 -4
e 371 958 -2
e 211 958 9
e 609 958 9
e 327 958 9
e 75 958 -1
e 42 958 12
e 505 958 -5
e 402 958 -1
e 76 958 17
e 658 958 1
e 791 958 -4
e 177 958 7
e 47 958 -8
e 411 958 -5
e 198 958 15
e 791 958 12
e 244 958 10
e 825 958 5
e 407 958 14
e 217 958 13
e 93 958 16
e 68 958 10
e 280 959 18
e 462 959 0
e 391 959 11
e 389 959 -2
e 563 959 14
e 412 959 -9
e 656 959 -6
e 472 959 10
e 557 959 3
e 208 959 -7
e 1010 959 18
e 334 959 8
e 678 959 -6
e 760 959 -1
e 691 959 13
e 560 959 -2
e 302 959 -6
e 824 959 3
e 18 959 18
e 154 959 9
e 972 959 13
e 199 959 19
e 509 959 5
e 766 959 -7
e 379 959 -8
e 879 959 10
e 921 959 -6
e 673 959 15
e 680 959 -6
e 17 959 -5
e 445 959 3
e 28 959 18
e 437 959 0
e 286 959 -10
e 887 959 14
e 988 959 -10
e 889 959 0
e 799 959 8
e 646 959 3
e 674 959 10
e 958 959 20
e 302 959 -3
e 990 959 -4
e 516 959 -4
e 449 959 5
e 379 959 1
e 39 959 -10
e 234 959 -2
e 182 959 5
e 456 959 -8
e 62 959 11
e 18 959 -5
e 65 959 7
e 1005 959 2
e 435 959 16
e 653 959 0
e 254 959 2
e 597 959 -8
e 841 959 20
e 576 959 -8
e 250 959 16
e 127 959 -4
e 377 959 1
e 100 959 3
e 55 959 -10
e 894 959 -7
e 752 959 15
e 518 959 -10
e 301 959 11
e 633 959 3
e 268 959 4
e 135 959 -7
e 323 959 16
e 812 959 -10
e 99 959 17
e 541 959 14
e 346 959 -8
e 613 959 4
e 316 959 -7
e 592 959 -2
e 579 959 5
e 136 959 -4
e 20 959 -9
e 638 959 3
e 323 959 -1
e 523 959 -5
e 538 959 15
e 600 959 -9
e 150 959 -10
e 1019 959 0
e 435 959 -2
e 98 959 14
e 880 960 -5
e 974 960 -10
e 631 961 20
e 223 961 15
e 813 961 17
e 50 961 -7
e 579 961 -1
e 909 961 -4
e 491 961 13
e 612 961 -4
e 455 961 -6
e 766 961 20
e 265 961 16
e 449 961 0
e 985 961 5
e 432 961 1
e 1015 961 20
e 562 961 -10
e 161 961 5
e 533 961 -5
e 439 961 -1
e 978 961 5
e 541 961 9
e 787 961 6
e 353 961 14
e 882 961 10
e 157 961 6
e 132 961 -10
e 671 961 20
e 790 961 15
e 840 961 2
e 950 961 9
e 562 961 5
e 630 961 1
e 149 961 20
e 1004 961 -10
e 620 961 -8
e 893 961 5
e 723 961 3
e 732 961 12
e 948 961 4
e 717 961 -10
e 162 961 0
e 90 962 3
e 939 962 -10
e 450 962 2
e 914 962 20
e 799 962 -5
e 201 962 12
e 974 962 -5
e 969 962 13
e 827 962 17
e 873 962 20
e 13 962 20
e 430 962 12
e 925 962 -5
e 740 962 -1
e 429 962 0
e 749 962 5
e 87 962 -3
e 218 962 7
e 67 962 14
e 184 962 -9
e 285 962 8
e 940 962 -4
e 582 962 15
e 579 962 0
e 970 962 5
e 259 962 -6
e 915 962 17
e 838 962 3
e 732 962 19
e 72 962 -4
e 1000 962 1
e 638 962 2
e 1011 962 -3
e 297 962 9
e 361 962 12
e 44 962 16
e 598 962 -2
e 538 962 -2
e 797 962 -9
e 148 962 18
e 366 962 6
e 722 962 12
e 882 962 -6
e 639 962 -7
e 840 962 2
e 714 962 8
e 693 962 4
e 442 962 6
e 791 962 0
e 961 962 18
e 411 962 6
e 405 962 17
e 944 962 16
e 59 962 13
e 956 962 16
e 868 962 -6
e 525 962 4
e 509 962 11
e 530 962 17
e 258 962 11
e 971 962 -5
e 147 962 16
e 382 962 -8
e 841 962 0
e 428 962 11
e 970 962 7
e 323 962 -10
e 155 962 3
e 790 963 -4
e 732 963 13
e 919 963 17
e 427 963 3
e 606 963 -10
e 262 963 18
e 685 963 11
e 977 963 -8
e 299 963 -2
e 931 963 -10
e 210 963 20
e 204 963 16
e 776 963 2
e 919 963 1
e 780 963 -3
e 716 963 -10
e 148 963 0
e 889 963 0
e 437 963 -4
e 498 963 10
e 2 963 -4
e 23 963 -7
e 248 963 9
e 213 963 6
e 410 963 3
e 240 963 3
e 344 963 7
e 255 963 -3
e 53 963 17
e 184 963 13
e 41 963 1
e 877 963 14
e 452 963 20
e 471 963 2
e 21 963 -8
e 275 963 3
e 970 963 -7
e 746 963 12
e 408 963 15
e 853 963 7
e 990 963 -5
e 832 963 7
e 901 963 -2
e 143 963 0
e 42 963 -6
e 863 963 17
e 895 963 8
e 142 963 -6
e 1006 963 15
e 381 963 -7
e 640 963 18
e 276 963 7
e 1022 963 10
e 519 963 -3
e 342 963 4
e 600 963 14
e 831 963 15
e 30 963 7
e 288 963 6
e 900 963 -7
e 814 963 -2
e 532 963 9
e 981 963 10
e 822 963 3
e 90 963 19
e 499 963 6
e 1001 964 8
e 167 964 20
e 699 964 15
e 187 964 1
e 215 964 -4
e 347 964 -8
e 537 964 3
e 599 964 0
e 756 964 -9
e 731 964 -8
e 6 964 1
e 414 964 3
e 1008 964 10
e 347 964 4
e 868 964 7
e 389 964 13
e 896 964 10
e 823 964 5
e 602 964 13
e 618 964 0
e 476 964 18
e 874 964 4
e 210 964 8
e 139 964 1
e 577 964 4
e 23 964 20
e 762 964 -2
e 652 964 -5
e 368 964 17
e 260 964 2
e 967 964 16
e 1013 964 17
e 45 964 7
e 538 964 13
e 877 964 -9
e 945 964 3
e 449 964 -2
e 487 964 -5
e 488 964 19
e 657 964 7
e 633 964 5
e 28 964 19
e 375 964 -10
e 455 964 -6
e 549 964 7
e 15 964 5
e 284 964 18
e 363 964 -3
e 666 964 -7
e 826 964 5
e 797 964 -10
e 778 965 13
e 38 965 14
e 401 965 -1
e 941 965 20
e 387 965 -7
e 494 965 2
e 895 965 4
e 25 965 6
e 728 965 16
e 446 965 -4
e 571 965 12
e 656 965 14
e 914 965 20
e 360 965 -6
e 809 965 -7
e 141 965 -2
e 527 965 5
e 818 965 14
e 960 965 -4
e 64 965 16
e 768 965 8
e 598 965 20
e 522 965 -10
e 270 965 4
e 490 965 9
e 899 965 -3
e 296 965 9
e 16 965 10
e 422 965 12
e 346 965 12
e 459 965 16
e 144 965 -2
e 225 965 14
e 241 965 14
e 700 965 7
e 143 965 8
e 669 965 5
e 595 965 -5
e 342 965 8
e 322 965 -10
e 686 965 6
e 254 965 15
e 518 965 18
e 912 965 6
e 573 965 15
e 100 965 3
e 210 965 0
e 149 965 14
e 72 965 -7
e 108 965 4
e 463 965 6
e 547 965 9
e 544 965 1
e 494 965 15
e 425 965 -10
e 828 965 2
e 1002 965 1
e 825 965 -2
e 543 965 10
e 152 965 16
e 287 965 16
e 145 965 -2
e 644 965 12
e 293 965 8
e 268 965 -10
e 169 965 13
e 63 965 13
e 642 965 3
e 850 965 16
e 302 965 -8
e 844 965 11
e 388 965 19
e 103 965 -1
e 828 965 -8
e 697 965 -6
e 689 965 16
e 531 965 3
e 998 965 4
e 298 965 10
e 711 965 -3
e 1012 965 17
e 178 965 13
e 341 965 2
e 454 966 16
e 991 966 15
e 355 966 17
e 855 966 13
e 60 966 6
e 652 966 10
e 30 966 19
e 448 966 20
e 136 966 11
e 672 966 -4
e 935 966 5
e 213 966 7
e 900 966 19
e 214 966 -8
e 893 966 19
e 256 966 18
e 498 966 -1
e 232 966 -4
e 576 966 -2
e 752 966 -3
e 755 966 20
e 24 966 -1
e 55 966 -1
e 535 966 13
e 656 966 -8
e 939 966 18
e 459 966 9
e 813 966 2
e 53 966 13
e 872 966 -9
e 522 966 -9
e 683 966 7
e 304 966 19
e 29 966 11
e 293 966 14
e 849 966 -4
e 823 966 19
e 538 966 11
e 755 966 -8
e 161 966 12
e 735 966 2
e 948 966 0
e 364 966 14
e 353 966 -8
e 550 966 20
e 964 966 10
e 814 966 -3
e 541 966 -6
e 746 966 10
e 37 966 -3
e 507 966 16
e 931 966 -2
e 367 966 16
e 58 966 8
e 312 966 5
e 389 966 4
e 733 966 14
e 870 966 3
e 112 966 -5
e 154 966 2
e 960 966 13
e 913 966 -3
e 463 966 17
e 381 966 20
e 647 966 18
e 938 966 14
e 168 966 -1
e 781 966 2
e 517 966 12
e 543 966 16
e 1008 966 18
e 236 966 -10
e 1011 966 -7
e 870 966 -8
e 193 966 -7
e 413 967 -3
e 511 967 3
e 993 967 7
e 339 967 11
e 323 967 -2
e 406 967 6
e 764 967 4
e 106 967 5
e 864 967 9
e 882 968 -8
e 2 968 18
e 765 968 17
e 903 968 14
e 95 968 -10
e 69 968 -10
e 698 968 8
e 912 968 -2
e 33 968 -7
e 813 968 5
e 170 968 16
e 265 968 -2
e 964 968 -9
e 811 968 19
e 971 968 2
e 1000 968 11
e 986 968 18
e 598 968 -4
e 993 968 17
e 771 968 -10
e 759 968 19
e 230 968 6
e 1009 968 -6
e 661 968 10
e 51 968 5
e 953 968 18
e 198 968 7
e 703 968 8
e 427 968 -8
e 721 968 2
e 879 968 2
e 517 968 -5
e 768 968 15
e 980 968 9
e 959 968 -3
e 973 968 5
e 982 968 4
e 138 968 3
e 716 968 18
e 740 968 -10
e 599 968 -5
e 355 968 6
e 369 968 18
e 1016 968 -9
e 429 968 17
e 1007 968 10
e 716 968 15
e 31 968 -3
e 139 968 -5
e 356 968 -4
e 704 968 10
e 847 968 12
e 933 968 -9
e 283 968 9
e 116 968 11
e 739 968 16
e 52 968 19
e 787 968 7
e 210 968 0
e 29 968 -1
e 627 968 14
e 621 968 -2
e 265 968 13
e 670 968 -3
e 36 968 -2
e 1006 968 -6
e 268 968 -6
e 395 969 17
e 508 969 6
e 486 969 7
e 748 969 -6
e 721 969 -7
e 155 969 -3
e 946 969 3
e 315 969 -6
e 251 969 -4
e 634 969 2
e 80 969 -8
e 700 969 -5
e 1004 969 15
e 936 969 -1
e 321 969 -6
e 487 969 -2
e 734 969 11
e 552 969 18
e 406 969 20
e 872 969 -1
e 223 969 13
e 624 969 3
e 632 969 12
e 671 969 -10
e 335 969 -10
e 1001 969 11
e 929 969 -2
e 544 969 -6
e 99 969 15
e 370 969 12
e 993 969 11
e 52 969 4
e 933 969 -5
e 478 969 4
e 410 969 5
e 854 969 17
e 625 969 -6
e 113 969 7
e 836 969 -9
e 695 969 -3
e 633 969 0
e 358 969 3
e 1002 969 2
e 698 969 5
e 66 969 13
e 620 969 -3
e 938 969 13
e 376 969 5
e 934 969 0
e 804 969 -7
e 57 969 9
e 830 969 10
e 80 969 -5
e 421 969 6
e 350 969 5
e 779 969 -7
e 579 969 -1
e 760 969 11
e 370 969 -2
e 786 969 -1
e 595 969 -8
e 925 969 0
e 486 969 -4
e 318 969 7
e 682 969 -1
e 4 969 -10
e 957 969 5
e 936 969 -6
e 836 969 15
e 276 969 0
e 13 969 12
e 291 969 8
e 627 969 20
e 168 969 15
e 130 969 -1
e 433 969 4
e 348 969 -2
e 525 969 12
e 987 969 3
e 779 969 10
e 120 969 -5
e 645 969 8
e 620 969 16
e 285 969 7
e 21 969 -7
e 455 969 5
e 666 969 15
e 648 969 9
e 210 969 4
e 637 969 -1
e 354 969 1
e 286 969 8
e 407 970 5
e 621 970 -6
e 174 970 1
e 511 970 -6
e 931 970 11
e 770 970 -10
e 906 970 2
e 94 970 7
e 172 970 17
e 941 970 0
e 402 970 7
e 239 970 -9
e 96 970 1
e 639 970 11
e 613 970 11
e 326 970 9
e 495 970 -1
e 302 970 2
e 612 970 9
e 473 970 -10
e 654 970 0
e 916 970 -10
e 311 970 -1
e 134 970 -7
e 1014 970 12
e 557 970 1
e 72 970 20
e 780 970 5
e 738 970 0
e 157 970 -7
e 326 970 14
e 397 970 -7
e 405 970 17
e 40 970 20
e 164 970 -6
e 275 970 -6
e 593 970 -4
e 569 970 13
e 24 970 5
e 519 970 -10
e 481 970 -8
e 732 970 10
e 284 970 19
e 699 970 -3
e 528 970 -3
e 836 970 5
e 880 970 5
e 482 970 16
e 48 970 9
e 69 970 6
e 918 970 9
e 275 970 7
e 916 970 20
e 218 970 12
e 341 970 18
e 842 970 -2
e 22 970 15
e 161 970 16
e 567 970 18
e 963 971 -4
e 997 971 6
e 160 971 16
e 385 971 -8
e 118 971 11
e 267 971 -8
e 610 971 1
e 548 971 -1
e 956 971 6
e 662 971 -1
e 832 971 -9
e 664 971 2
e 880 971 -3
e 590 971 17
e 52 971 -3
e 144 971 -10
e 964 971 13
e 748 971 -9
e 711 971 1
e 750 971 9
e 957 971 12
e 158 971 -2
e 410 971 17
e 587 971 -3
e 435 971 10
e 391 971 9
e 222 971 -10
e 371 971 -6
e 981 971 10
e 573 971 -4
e 732 971 8
e 486 971 13
e 164 971 5
e 585 971 6
e 110 971 6
e 89 971 9
e 883 971 13
e 170 971 20
e 388 971 14
e 974 972 -1
e 746 972 0
e 951 972 0
e 713 972 3
e 423 972 9
e 254 972 -8
e 387 972 13
e 191 972 -2
e 345 972 17
e 668 972 -8
e 334 972 3
e 15 972 7
e 983 972 16
e 340 972 7
e 556 972 -6
e 378 972 -4
e 250 972 19
e 187 972 -8
e 344 972 -1
e 265 972 6
e 509 972 20
e 233 972 8
e 176 972 -2
e 132 972 9
e 1023 972 0
e 251 972 4
e 308 972 15
e 508 972 12
e 645 972 -4
e 403 972 17
e 395 972 6
e 578 972 11
e 502 972 14
e 851 972 -10
e 126 972 -2
e 877 972 13
e 541 972 13
e 358 972 9
e 891 972 0
e 856 972 -3
e 170 972 19
e 1015 972 3
e 275 972 20
e 545 972 6
e 944 972 16
e 695 972 -5
e 892 972 7
e 172 972 -8
e 40 972 11
e 859 972 -5
